MFreqs,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6400,5,4.99973,5.00384,5.00668,5.00327,4.99867,5.01865,5.01767,5.01863,5.03043,5.04436,5.05611,5.07103,5.07071,5.08501,5.12708,5.12166,5.12708,5.07663,5.15553,5.18152
3200,5,5.00068,5.0018,5.00395,5.0198,5.01971,5.02356,5.06065,5.05197,5.07067,5.08273,5.10409,5.13487,5.10279,5.20571,5.19391,5.24242,5.27942,5.26241,5.36192,5.30404
1600,5,5.00252,5.00642,5.0118,5.01859,5.03825,5.04725,5.10121,5.08477,5.15177,5.17841,5.18928,5.26628,5.30736,5.37655,5.41868,5.46383,5.47051,5.61047,5.66844,5.71448
800,5,4.99811,4.99309,5.02353,5.03343,5.09479,5.10766,5.16934,5.19339,5.3086,5.38149,5.40609,5.50934,5.58293,5.67791,5.76469,5.86287,6.10971,6.2289,6.31588,6.40266
400,5,5.0079,5.02596,5.08713,5.10097,5.17543,5.26538,5.30343,5.48815,5.57808,5.71526,5.87526,5.9606,6.26859,6.40736,6.59262,6.82222,7.12959,7.25871,7.67168,7.80636
200,5,5.0124,5.03037,5.1046,5.21761,5.30501,5.46001,5.7458,5.93164,6.20411,6.39003,6.73687,7.16424,7.22484,7.67728,8.05753,8.38301,8.7595,9.15528,9.5486,9.89729
100,5,5.01435,5.08904,5.22935,5.41292,5.71778,6.05758,6.43624,6.754,7.11221,7.70983,8.26012,8.60056,9.34581,9.96316,10.279,10.7572,11.2749,12.1522,12.3658,13.0728
